,red,white,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,total sulfur dioxide,density,pH,sulphates,alcohol,quality
80,0.0,1.0,0.42767295597484273,0.13924050632911392,0.18674698795180725,0.05957446808510638,0.0867430441898527,0.31105047748976805,0.9892496687224144,0.8453865336658355,0.385,0.7114093959731543,6
81,0.0,1.0,0.4465408805031446,0.12658227848101267,0.20481927710843376,0.6808510638297872,0.08183306055646482,0.4529331514324693,0.9948290806922457,0.800498753117207,0.3,0.6174496644295301,6
82,0.0,1.0,0.4465408805031446,0.21518987341772153,0.12048192771084339,0.25957446808510637,0.10310965630114567,0.44747612551159616,0.9909434187846846,0.7905236907730674,0.21,0.6711409395973155,5
83,0.0,1.0,0.45911949685534587,0.13924050632911392,0.18072289156626506,0.3489361702127659,0.07692307692307693,0.5648021828103683,0.9929360659167672,0.830423940149626,0.23,0.6375838926174496,6
84,0.0,1.0,0.4465408805031446,0.2721518987341772,0.3674698795180723,0.5021276595744681,0.07364975450081833,0.4229195088676671,0.9937331247696002,0.7755610972568578,0.225,0.5838926174496644,5
85,0.0,1.0,0.4465408805031446,0.27848101265822783,0.3734939759036145,0.5021276595744681,0.07201309328968904,0.4147339699863574,0.9938327571262043,0.7780548628428928,0.23,0.5838926174496644,6
87,0.0,1.0,0.42767295597484273,0.1582278481012658,0.18674698795180725,0.5659574468085107,0.08183306055646482,0.5511596180081856,0.9935338600563919,0.802992518703242,0.24,0.6510067114093959,6
88,0.0,1.0,0.4465408805031446,0.2721518987341772,0.3674698795180723,0.5021276595744681,0.07364975450081833,0.4229195088676671,0.9937331247696002,0.7755610972568578,0.225,0.5838926174496644,5
89,0.0,1.0,0.4465408805031446,0.27848101265822783,0.3734939759036145,0.5021276595744681,0.07201309328968904,0.4147339699863574,0.9938327571262043,0.7780548628428928,0.23,0.5838926174496644,6
90,0.0,1.0,0.4528301886792453,0.2468354430379747,0.3795180722891566,0.46808510638297873,0.07201309328968904,0.4256480218281037,0.9937331247696002,0.770573566084788,0.22,0.5838926174496644,6
91,0.0,1.0,0.38364779874213834,0.17088607594936708,0.25903614457831325,0.3191489361702128,0.08019639934533553,0.6630286493860846,0.9920393747073301,0.7780548628428928,0.235,0.6040268456375839,5
92,0.0,1.0,0.4339622641509434,0.15189873417721517,0.1987951807228916,0.07234042553191489,0.05728314238952537,0.3710777626193724,0.9863603303808945,0.8129675810473815,0.2,0.8456375838926175,7
93,0.0,1.0,0.4339622641509434,0.13291139240506328,0.1987951807228916,0.07659574468085106,0.05564648117839608,0.3710777626193724,0.9862606980242904,0.8104738154613467,0.205,0.8456375838926175,7
94,0.0,1.0,0.4716981132075472,0.10759493670886076,0.1927710843373494,0.07234042553191489,0.06546644844517185,0.4038199181446112,0.9879544480865606,0.800498753117207,0.22,0.7718120805369127,7
95,0.0,1.0,0.4465408805031446,0.16455696202531644,0.1746987951807229,0.5276595744680851,0.07201309328968904,0.654843110504775,0.9932349629865795,0.7581047381546135,0.21,0.6174496644295301,6
96,0.0,1.0,0.3773584905660377,0.21518987341772153,0.3975903614457832,0.676595744680851,0.07528641571194762,0.44747612551159616,0.9942312865526208,0.7830423940149627,0.25,0.5906040268456376,6
97,0.0,1.0,0.5408805031446541,0.16772151898734178,0.21686746987951808,0.05106382978723404,0.05564648117839608,0.21828103683492497,0.9876555510167482,0.7356608478802993,0.18,0.7651006711409396,7
99,0.0,1.0,0.3773584905660377,0.21518987341772153,0.3975903614457832,0.676595744680851,0.07528641571194762,0.44747612551159616,0.9942312865526208,0.7830423940149627,0.25,0.5906040268456376,6
100,0.0,1.0,0.46540880503144655,0.1582278481012658,0.22289156626506024,0.574468085106383,0.09819967266775777,0.5238744884038199,0.9938327571262043,0.7481296758104738,0.22,0.610738255033557,5
101,0.0,1.0,0.4465408805031446,0.07594936708860758,0.1927710843373494,0.4085106382978723,0.088379705400982,0.44201909959072305,0.9925375364903506,0.8478802992518704,0.205,0.6308724832214765,5
102,0.0,1.0,0.3773584905660377,0.13291139240506328,0.14457831325301204,0.5148936170212766,0.08183306055646482,0.44747612551159616,0.9933345953431837,0.8329177057356608,0.195,0.6308724832214765,5
103,0.0,1.0,0.4716981132075472,0.19303797468354428,0.24096385542168677,0.8042553191489361,0.09656301145662848,0.4638472032742155,0.9963235660413076,0.745635910224439,0.23,0.6040268456375839,5
104,0.0,1.0,0.46540880503144655,0.1582278481012658,0.22289156626506024,0.574468085106383,0.09819967266775777,0.5238744884038199,0.9938327571262043,0.7481296758104738,0.22,0.610738255033557,5
105,0.0,1.0,0.45911949685534587,0.08227848101265822,0.1927710843373494,0.6127659574468085,0.08346972176759411,0.29740791268758526,0.9937331247696002,0.7980049875311721,0.175,0.6174496644295301,6
106,0.0,1.0,0.4465408805031446,0.07594936708860758,0.1927710843373494,0.4085106382978723,0.088379705400982,0.44201909959072305,0.9925375364903506,0.8478802992518704,0.205,0.6308724832214765,5
107,0.0,1.0,0.4465408805031446,0.14556962025316456,0.2108433734939759,0.7021276595744681,0.06546644844517185,0.4665757162346521,0.9953272424752663,0.7880299251870325,0.295,0.610738255033557,6
108,0.0,1.0,0.4465408805031446,0.14556962025316456,0.2108433734939759,0.7021276595744681,0.06546644844517185,0.4665757162346521,0.9953272424752663,0.7880299251870325,0.295,0.610738255033557,6
109,0.0,1.0,0.4339622641509434,0.2088607594936709,0.16867469879518074,0.055319148936170216,0.08346972176759411,0.5102319236016372,0.9890504040092061,0.8154613466334165,0.3,0.6912751677852349,5
110,0.0,1.0,0.40880503144654085,0.10759493670886076,0.32530120481927716,0.3617021276595745,0.1342062193126023,0.44474761255115963,0.9922386394205382,0.7206982543640899,0.195,0.5906040268456376,6
111,0.0,1.0,0.4528301886792453,0.17088607594936708,0.27710843373493976,0.7978723404255319,0.0851063829787234,0.6957708049113234,0.9963235660413076,0.7581047381546135,0.26,0.5973154362416108,5
112,0.0,1.0,0.4528301886792453,0.1962025316455696,0.30120481927710846,0.5659574468085107,0.0916530278232406,0.5320600272851296,0.9945301836224332,0.7506234413965087,0.235,0.6174496644295301,5
113,0.0,1.0,0.42138364779874216,0.25949367088607594,0.20481927710843376,0.3914893617021276,0.08019639934533553,0.4092769440654843,0.9931353306299754,0.802992518703242,0.255,0.610738255033557,5
114,0.0,1.0,0.42138364779874216,0.25949367088607594,0.20481927710843376,0.3914893617021276,0.08019639934533553,0.4092769440654843,0.9931353306299754,0.802992518703242,0.255,0.610738255033557,5
115,0.0,1.0,0.34591194968553457,0.30696202531645567,0.0,0.06382978723404255,0.10638297872340426,0.2810368349249659,0.9903456246450597,0.9052369077306733,0.2,0.6510067114093959,4
116,0.0,1.0,0.3773584905660377,0.1962025316455696,0.14457831325301204,0.1404255319148936,0.06710310965630115,0.39017735334242837,0.9877551833733523,0.8254364089775562,0.22,0.7583892617449665,6
117,0.0,1.0,0.44025157232704404,0.08860759493670886,0.24096385542168677,0.07234042553191489,0.05728314238952537,0.23192360163710776,0.98745628630354,0.7955112219451372,0.21,0.7919463087248323,6
118,0.0,1.0,0.4528301886792453,0.1962025316455696,0.30120481927710846,0.5659574468085107,0.0916530278232406,0.5320600272851296,0.9945301836224332,0.7506234413965087,0.235,0.6174496644295301,5
119,0.0,1.0,0.45911949685534587,0.20253164556962025,0.2891566265060241,0.5659574468085107,0.09819967266775777,0.5347885402455662,0.9945301836224332,0.7581047381546135,0.25,0.6174496644295301,5
120,0.0,1.0,0.37106918238993714,0.22784810126582278,0.024096385542168676,0.24255319148936172,0.07528641571194762,0.2373806275579809,0.9897478305054349,0.802992518703242,0.255,0.6845637583892616,5
121,0.0,1.0,0.49056603773584906,0.15189873417721517,0.1927710843373494,0.5191489361702127,0.088379705400982,0.3765347885402456,0.9947294483356415,0.7506234413965087,0.27,0.5906040268456376,5
122,0.0,1.0,0.46540880503144655,0.10126582278481013,0.18674698795180725,0.29148936170212764,0.09656301145662848,0.35743519781718963,0.9915412129243093,0.8204488778054864,0.17,0.6510067114093959,5
123,0.0,1.0,0.4339622641509434,0.12025316455696203,0.16867469879518074,0.2127659574468085,0.09492635024549918,0.39836289222373805,0.9915412129243093,0.8204488778054864,0.18,0.610738255033557,6
124,0.0,1.0,0.4025157232704403,0.08227848101265822,0.28313253012048195,0.06808510638297872,0.15057283142389524,0.4311050477489768,0.9891500363658102,0.800498753117207,0.18,0.6577181208053692,6
125,0.0,1.0,0.42138364779874216,0.12025316455696203,0.21686746987951808,0.04680851063829788,0.0425531914893617,0.39017735334242837,0.987555918660144,0.8154613466334165,0.24,0.7382550335570469,6
126,0.0,1.0,0.46540880503144655,0.2468354430379747,0.13855421686746988,0.2978723404255319,0.05400981996726678,0.34379263301500684,0.9903456246450597,0.7830423940149627,0.21,0.7046979865771812,5
127,0.0,1.0,0.40880503144654085,0.15189873417721517,0.1927710843373494,0.3234042553191489,0.062193126022913256,0.5538881309686221,0.9921390070639341,0.8603491271820449,0.27,0.6510067114093959,7
128,0.0,1.0,0.38364779874213834,0.18987341772151897,0.3373493975903615,0.11914893617021276,0.07201309328968904,0.48840381991814463,0.9887515069393936,0.8229426433915212,0.285,0.7315436241610739,7
129,0.0,1.0,0.38364779874213834,0.18987341772151897,0.3373493975903615,0.11489361702127661,0.07528641571194762,0.5020463847203275,0.9887515069393936,0.8254364089775562,0.285,0.7315436241610739,6
130,0.0,1.0,0.3584905660377358,0.16455696202531644,0.15060240963855423,0.44255319148936173,0.03273322422258593,0.15552523874488403,0.9903456246450597,0.8453865336658355,0.185,0.7114093959731543,5
131,0.0,1.0,0.40880503144654085,0.15189873417721517,0.1927710843373494,0.3234042553191489,0.062193126022913256,0.5538881309686221,0.9921390070639341,0.8603491271820449,0.27,0.6510067114093959,7
132,0.0,1.0,0.40880503144654085,0.2689873417721519,0.24096385542168677,0.5574468085106383,0.062193126022913256,0.6575716234652115,0.9942312865526208,0.8054862842892768,0.285,0.6040268456375839,5
133,0.0,1.0,0.4150943396226415,0.15189873417721517,0.16265060240963858,0.672340425531915,0.05728314238952537,0.5129604365620737,0.9945301836224332,0.8079800498753118,0.255,0.6174496644295301,5
134,0.0,1.0,0.42767295597484273,0.17088607594936708,0.13253012048192772,0.3446808510638298,0.05564648117839608,0.5538881309686221,0.9924379041337464,0.7955112219451372,0.26,0.5973154362416108,5
135,0.0,1.0,0.42138364779874216,0.17088607594936708,0.18674698795180725,0.6680851063829787,0.058919803600654665,0.48840381991814463,0.9942312865526208,0.8129675810473815,0.28,0.6442953020134228,5
136,0.0,1.0,0.5157232704402516,0.14556962025316456,0.24096385542168677,0.05106382978723404,0.044189852700491,0.330150068212824,0.9883529775129771,0.7780548628428928,0.19,0.7181208053691275,6
137,0.0,1.0,0.4465408805031446,0.23417721518987342,0.4036144578313253,0.44680851063829785,0.07364975450081833,0.4229195088676671,0.9938327571262043,0.7880299251870325,0.22,0.5838926174496644,5
138,0.0,1.0,0.42767295597484273,0.12025316455696203,0.21686746987951808,0.08085106382978723,0.05728314238952537,0.26193724420190995,0.9880540804431648,0.7855361596009975,0.27,0.7248322147651007,7
140,0.0,1.0,0.3962264150943396,0.1962025316455696,0.20481927710843376,0.09361702127659575,0.07364975450081833,0.2100954979536153,0.9890504040092061,0.8229426433915212,0.215,0.6845637583892616,5
141,0.0,1.0,0.4465408805031446,0.23417721518987342,0.4036144578313253,0.44680851063829785,0.07364975450081833,0.4229195088676671,0.9938327571262043,0.7880299251870325,0.22,0.5838926174496644,5
142,0.0,1.0,0.4968553459119497,0.13291139240506328,0.24096385542168677,0.05106382978723404,0.06382978723404255,0.29195088676671216,0.9883529775129771,0.800498753117207,0.27,0.7248322147651007,6
143,0.0,1.0,0.5345911949685535,0.13291139240506328,0.2469879518072289,0.1829787234042553,0.058919803600654665,0.27012278308321963,0.9910430511412887,0.7930174563591024,0.265,0.6510067114093959,6
144,0.0,1.0,0.5094339622641509,0.12658227848101267,0.24096385542168677,0.0851063829787234,0.06055646481178396,0.2373806275579809,0.9884526098695813,0.7780548628428928,0.27,0.7516778523489932,6
145,0.0,1.0,0.3962264150943396,0.16139240506329114,0.22289156626506024,0.04680851063829788,0.06546644844517185,0.31105047748976805,0.9868584921639152,0.7481296758104738,0.195,0.7315436241610739,6
146,0.0,1.0,0.3522012578616352,0.10126582278481013,0.16265060240963858,0.05957446808510638,0.07201309328968904,0.4583901773533424,0.9881537127997689,0.8179551122194514,0.185,0.6778523489932885,6
147,0.0,1.0,0.4025157232704403,0.3765822784810126,0.08433734939759037,0.22127659574468087,0.09492635024549918,0.2646657571623465,0.9914415805677051,0.8428927680798005,0.18,0.6040268456375839,4
148,0.0,1.0,0.3962264150943396,0.21518987341772153,0.1987951807228916,0.1957446808510638,0.05564648117839608,0.21828103683492497,0.9880540804431648,0.8428927680798005,0.29,0.8053691275167785,7
